Unnamed: 0,set_num,set_year,top_5_similar_sets,set_name,set_img_url,theme_id,theme_name,num_parts,A0A5A9,FFFFFF,C91A09,6C6E68,237841,05131D,184632,AA7F2E,F5CD2F,582A12,F2CD37,E4ADC8,AEEFEC,635F52,F08F1C,FCFCFC,0020A0,84B68D,BBE90B,D9E4A7,0055BF,9CA3A8,F8F184,DF6695,E4CD9E,0A3463,720E0F,FF800D,958A73,898788,352100,3F3691,A5A5CB,DBAC34,3E3C39,A95500,923978,4B9F4A,A5A9B4,ADC3C0,C870A0,AA7D55,9BA19D,6D6E5C,F8BB3D,9B9A5A,36AEBF,AC78BA,9FC3E9,E1D5ED,078BC9,FE8A18,FFF03A,DFEEA5,008F9B,5A93DB,A0BCAC,FF698F,D9D9D9,CFE2F7,D09168,E0E0E0,BBA53D,AA4D8E,1B2A34,F2F3F2,583927,764D3B,6074A1,B46A00,575857,C0F500,68BCC5,F6D7B3,BDC6AD,D67572,81007B,FA9C1C,FFA70B,AE7A59,7DBFDD,EBD800,CE1D9B,8320B7,CCA373,755945,x,y
1683,854159-1,2022,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Sand Green Brick Key Chain,https://cdn.rebrickable.com/media/sets/854159-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.07088294342606,482.9670081985847
1684,854237-1,2023,"['851908-1', '3917-1', '850152-1', '850152-2', '850154-1']",Dark Blue Brick Key Chain,https://cdn.rebrickable.com/media/sets/854237-1.jpg,503,Key Chain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.9258564427695,472.9094209789869
1685,8710823003677-1,2020,"['71741-1', '71799-1', '41403-1', '41670-1', '41737-1']",City: Duke's Mission,https://cdn.rebrickable.com/media/sets/8710823003677-1.jpg,497,Books,17,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.40103003679604,462.0832813528321
1686,8710823005701-1,2021,"['71741-1', '71799-1', '71705-1', '71739-1', '41434-1']",Ninjago: Bewapend Voor Actie!,https://cdn.rebrickable.com/media/sets/8710823005701-1.jpg,497,Books,24,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.2528110237318,385.59541451129456
1687,871082300572500120-1,2020,"['71741-1', '71799-1', '41101-1', '3315-1', '71705-1']",Build & Celebrate Easter,https://cdn.rebrickable.com/media/sets/871082300572500120-1.jpg,497,Books,30,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.445542929467,410.934844306575
1688,8710823006937-1,2022,"['9780794449261-1', 'HPBOOK-1', '9781780559773-1', '3467702-1', '5005905-1']",Harry Potter: Herinneringen aan Zweinstein,https://cdn.rebrickable.com/media/sets/8710823006937-1.jpg,497,Books,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.65806454408016,448.1642172522469
1689,8710823007460-1,2023,"['71741-1', '75208-1', '41130-1', '41704-1', '71799-1']",Een Doldwaze Zomer,https://cdn.rebrickable.com/media/sets/8710823007460-1.jpg,497,Books,16,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.2403015878595,463.5859997060873
1690,891501-1,2015,"['70724-1', '70726-1', '71741-1', '70501-1', '70505-1']",Kai,https://cdn.rebrickable.com/media/sets/891501-1.jpg,435,Ninjago,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.07808710751084,145.40013303569967
1691,891502-1,2015,"['71741-1', '71735-1', '75290-1', '71739-1', '71737-1']",Krait,https://cdn.rebrickable.com/media/sets/891502-1.jpg,435,Ninjago,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.6917891525784,220.75707544417105
1692,891503-1,2015,"['71735-1', '71741-1', '41684-1', '70723-1', '70727-1']",Cole,https://cdn.rebrickable.com/media/sets/891503-1.jpg,435,Ninjago,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.41116740775283,233.5668795502155
1693,891504-1,2015,"['71741-1', '71799-1', '71705-1', '41101-1', '3315-1']",Weapon Rack,https://cdn.rebrickable.com/media/sets/891504-1.jpg,435,Ninjago,25,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.35446615453913,191.29819043572664
1694,891505-1,2015,"['71754-1', '71735-1', '71741-1', '75290-1', '70726-1']",Jay,https://cdn.rebrickable.com/media/sets/891505-1.jpg,435,Ninjago,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.4367013332216,104.365108798072
1695,891506-1,2015,"['71741-1', '71735-1', '71754-1', '75290-1', '71737-1']",Ming,https://cdn.rebrickable.com/media/sets/891506-1.jpg,435,Ninjago,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.64309985384483,87.83463657280618
1696,891507-1,2015,"['71754-1', '71705-1', '71741-1', '71735-1', '71737-1']",Zane,https://cdn.rebrickable.com/media/sets/891507-1.jpg,435,Ninjago,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.7145956994303,99.2715115747286
1697,891508-1,2015,"['71741-1', '41101-1', '71799-1', '71705-1', '41130-1']",Anacondrai Hideout,https://cdn.rebrickable.com/media/sets/891508-1.jpg,435,Ninjago,24,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.777712149008,301.4202158074097
1698,891609-1,2016,"['71741-1', '41400-1', '3315-1', '71705-1', '41008-1']",Kai,https://cdn.rebrickable.com/media/sets/891609-1.jpg,435,Ninjago,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.27833991610595,66.73987854866448
1699,891610-1,2016,"['75208-1', '75005-1', '9494-1', '9516-1', '70594-1']",Clouse,https://cdn.rebrickable.com/media/sets/891610-1.jpg,435,Ninjago,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.9036090586141,156.46484419925395
1700,891611-1,2016,"['71705-1', '71737-1', '70738-1', '71767-1', '71799-1']",Cole,https://cdn.rebrickable.com/media/sets/891611-1.jpg,435,Ninjago,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.8549668687666,231.0578898074123
1701,891612-1,2016,"['41130-1', '41128-1', '70654-1', '70655-1', '71775-1']",Sqiffy,https://cdn.rebrickable.com/media/sets/891612-1.jpg,435,Ninjago,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.96402208924843,68.19039262659697
1702,891613-1,2016,"['71741-1', '71705-1', '71799-1', '41130-1', '3315-1']",Kai's Dragon,https://cdn.rebrickable.com/media/sets/891613-1.jpg,435,Ninjago,21,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.3017125781284,104.23512425489842
1703,891614-1,2016,"['75290-1', '71735-1', '71739-1', '71741-1', '75053-1']",Cyren,https://cdn.rebrickable.com/media/sets/891614-1.jpg,435,Ninjago,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.52842079684314,266.425364982393
1704,891615-1,2016,"['71735-1', '71754-1', '71737-1', '71705-1', '71741-1']",Jay,https://cdn.rebrickable.com/media/sets/891615-1.jpg,435,Ninjago,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.19101847754445,258.37036202936514
1705,891616-1,2016,"['71705-1', '71737-1', '71735-1', '71799-1', '71708-1']",Bucko,https://cdn.rebrickable.com/media/sets/891616-1.jpg,435,Ninjago,9,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.112039570058,222.4848081514142
1706,891617-1,2016,"['71705-1', '71767-1', '71739-1', '71741-1', '71708-1']",Zane,https://cdn.rebrickable.com/media/sets/891617-1.jpg,435,Ninjago,15,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.9284516036533,142.50660606889787
1707,891618-1,2016,"['71799-1', '41101-1', '71741-1', '41130-1', '41449-1']",Ronin,https://cdn.rebrickable.com/media/sets/891618-1.jpg,435,Ninjago,15,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.7873171801716,151.22458333016928
1708,891619-1,2016,"['71705-1', '71737-1', '71754-1', '71736-1', '41101-1']",Pirate's Fighter,https://cdn.rebrickable.com/media/sets/891619-1.jpg,435,Ninjago,22,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.4413943584524,272.45388139442514
1709,891620-1,2016,"['70738-1', '71705-1', '71737-1', '71741-1', '71754-1']",Nya,https://cdn.rebrickable.com/media/sets/891620-1.jpg,435,Ninjago,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.33771477731847,241.841261176706
1710,891721-1,2017,"['71705-1', '71737-1', '71741-1', '71754-1', '71735-1']",Jay,https://cdn.rebrickable.com/media/sets/891721-1.jpg,435,Ninjago,12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.57848506223934,116.83405808056314
1711,891722-1,2017,"['71705-1', '71741-1', '71737-1', '70738-1', '71739-1']",Cole,https://cdn.rebrickable.com/media/sets/891722-1.jpg,435,Ninjago,14,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.80883384256973,162.8016647940127
1712,891723-1,2017,"['71741-1', '71739-1', '71705-1', '71735-1', '71799-1']",Kai,https://cdn.rebrickable.com/media/sets/891723-1.jpg,435,Ninjago,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.8052740090471,182.7089884459276
1713,891724-1,2017,"['71705-1', '71739-1', '71708-1', '71735-1', '71737-1']",Zane,https://cdn.rebrickable.com/media/sets/891724-1.jpg,435,Ninjago,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.99930818104423,200.47743102232783
1714,891725-1,2017,"['71705-1', '71737-1', '71708-1', '71767-1', '71765-1']",Lloyd,https://cdn.rebrickable.com/media/sets/891725-1.jpg,435,Ninjago,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.1474040857943,94.62995386891174
1715,891726-1,2017,"['71754-1', '9450-1', '70738-1', '70653-1', '70655-1']",Vermillion Warrior,https://cdn.rebrickable.com/media/sets/891726-1.jpg,435,Ninjago,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.6107897642562,106.5485053162746
1716,891727-1,2017,"['71754-1', '71705-1', '70738-1', '71737-1', '71767-1']",Cole,https://cdn.rebrickable.com/media/sets/891727-1.jpg,435,Ninjago,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.05648880228784,166.98967122120476
1717,891728-1,2017,"['2254-1', '9450-1', '4212666-1', '853175-1', '2516-1']",Stone Swordsman,https://cdn.rebrickable.com/media/sets/891728-1.jpg,435,Ninjago,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.8790819109102,224.96148383518712
1718,891729-1,2017,"['71741-1', '71705-1', '71739-1', '41434-1', '71799-1']",Kai,https://cdn.rebrickable.com/media/sets/891729-1.jpg,435,Ninjago,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.4074781512799,154.40230238102362
1719,891730-1,2017,"['71799-1', '70724-1', '70726-1', '70727-1', '71705-1']",Nindroid,https://cdn.rebrickable.com/media/sets/891730-1.jpg,435,Ninjago,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.58950107030648,97.8343260035171
1720,891731-1,2017,"['71741-1', '41400-1', '3315-1', '41130-1', '41008-1']",Zane,https://cdn.rebrickable.com/media/sets/891731-1.jpg,435,Ninjago,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.843749454648,151.74833763594953
1721,891732-1,2017,"['75208-1', '71741-1', '71764-1', '6210-1', '70749-1']",Chen,https://cdn.rebrickable.com/media/sets/891732-1.jpg,435,Ninjago,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.8931777476594,274.9631065251319
1722,891833-1,2018,"['71741-1', '71735-1', '75208-1', '71739-1', '71705-1']",Jay,https://cdn.rebrickable.com/media/sets/891833-1.jpg,435,Ninjago,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.4693861617615,96.38668175926954
1723,891834-1,2018,"['9450-1', '70641-1', '70643-1', '70633-1', '70634-1']",Lloyd,https://cdn.rebrickable.com/media/sets/891834-1.jpg,435,Ninjago,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.38043221525743,241.93810342375227
1724,891835-1,2018,"['71741-1', '41400-1', '41130-1', '3315-1', '41008-1']",Sawyer,https://cdn.rebrickable.com/media/sets/891835-1.jpg,435,Ninjago,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.69290815185627,117.48879690061648
1725,891836-1,2018,"['71735-1', '71741-1', '71767-1', '71705-1', '71737-1']",Scooter,https://cdn.rebrickable.com/media/sets/891836-1.jpg,435,Ninjago,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.5741285402706,159.1098289104705
1726,891837-1,2018,"['71741-1', '71754-1', '71735-1', '75053-1', '75290-1']",Nya,https://cdn.rebrickable.com/media/sets/891837-1.jpg,435,Ninjago,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.7476015732388,274.5993105811184
1727,891838-1,2018,"['71705-1', '71737-1', '71708-1', '71767-1', '71765-1']",Buffer,https://cdn.rebrickable.com/media/sets/891838-1.jpg,435,Ninjago,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.90731905273265,216.59894845101147
1728,891839-1,2018,"['71741-1', '71799-1', '41400-1', '41101-1', '3315-1']",Cole,https://cdn.rebrickable.com/media/sets/891839-1.jpg,435,Ninjago,22,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.30429265373547,270.58669982516267
1729,891840-1,2018,"['71741-1', '71799-1', '71705-1', '41130-1', '41400-1']",Jet Jack,https://cdn.rebrickable.com/media/sets/891840-1.jpg,435,Ninjago,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.49617781574577,267.071353647262
1730,891841-1,2018,"['71741-1', '71799-1', '41400-1', '41130-1', '3315-1']",Talon,https://cdn.rebrickable.com/media/sets/891841-1.jpg,435,Ninjago,16,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.62372157922,107.52481878336827
